No,Service_type,Cost_Type,Product_Group,Serial_No,City,Product_Date,Receipt_Date,Appoint_Date,Complete_Date,TAT01,TAT02,Job_Satus,Defect_Des,Symptom_Desc,Repair_Action_Desc,Labor_Charge_Desc,Engineer,Labor_Charge_Amount,Parts_Amount,Discount_Amount,Total_Invoice_Amount
1774,0,Out of Warranty,AUDIO - MP3 Player,AUMQ7EIP2AF,Tehran,38454,1/13/2013,1/21/2013,1/21/2013,8,8,1,SHORT,NO POWER,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech07,0,0,0,0
1775,0,Normal Warranty,PRINTER - COLOR LA,27ABWWKLBAM/242,AMOL,,1/13/2013,1/13/2013,1/14/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Free Of Charge,Tech20,0,0,0,0
1776,0,Normal Warranty,LED40,IP2JQA/&KL4KL&,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech14,0,0,0,0
1777,0,Normal Warranty,LCD-40,IP2JR2/2A77/,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech14,0,0,0,0
1778,0,Normal Warranty,LCD-40,IP2JQB/KL/&IP7,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech14,0,0,0,0
1779,0,Normal Warranty,LED40,IP2JQB/KL/IPKL2,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech14,0,0,0,0
1780,0,Normal Warranty,LED40,IP2JQB/KL/KL&4,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech14,0,0,0,0
1781,0,Normal Warranty,LED40,IP2JQ2/&4AZ,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech14,0,0,0,0
1782,0,Normal Warranty,LED40,IP2JQB/KL/KL&2,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech14,0,0,0,0
1783,0,Normal Warranty,LED46,IP2JRA/&KL242,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech14,0,0,0,0
1784,0,Normal Warranty,LED40,IP2JQ2/&IPIPIP2,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech14,0,0,0,0
1785,0,Normal Warranty,LED40,IP2JQ2/&24IPA,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech14,0,0,0,0
1786,0,Normal Warranty,LCD-40,IP2JR2/7KLKL4KL,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech14,0,0,0,0
1787,0,Out of Warranty,PRINTER - MONO LAS,2P7IPBACQBEIP/KLR,Tehran,38458,1/13/2013,1/13/2013,1/14/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Free Of Charge,Tech16,0,258877.6,51885.52,207882.08
1788,0,Out of Warranty,AUDIO - HOME THEAT,2CALAHGQAE/QEK,Tehran,38457,1/13/2013,1/14/2013,1/19/2013,1,6,1,WORN-OUT,NO POWER,SOLDERING,Maximum,Tech14,240000,0,48000,182000
1789,0,Extended Warranty,HARD DISK DRIVE,S2H7J2BBZ2/24,Tehran,40544,1/13/2013,1/13/2013,1/13/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Minimum,Tech07,50000,3400170,680034,2760136
1790,0,Out of Warranty,AUDIO - MP3 Player,2/AIP/AAIPUIPAA,Tehran,,1/13/2013,1/20/2013,1/21/2013,7,8,0,DEFORMED,NO POWER,ELECTRICAL PARTS REPLACEMENT,Minor,Tech08,70000,0,14000,56000
1791,0,Normal Warranty,DIGITAL CAMERA,AAKKC2AC2/AVLAE,MASHHAD,,1/13/2013,1/13/2013,1/14/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech11,400000,788431.12,238886.224,858544.886
1792,0,Out of Warranty,PRINTER - MONO LAS,A4KLTBFESBE4A4K,Tehran,38824,1/13/2013,1/14/2013,1/15/2013,1,2,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Medium,Tech20,240000,116888.82,71387.884,285581.836
1793,0,Out of Warranty,DIGITAL CAMERA,ZHSC2/S&E7A&J,BIJAR,38818,1/13/2013,1/13/2013,1/14/2013,0,1,1,DEFORMED,OTHER PROBLEMS,MECHANICAL PARTS REPLACEMENT,Major,Tech11,250000,0,50000,200000
1794,0,Normal Warranty,DIGITAL CAMERA,AAWTCN/CIPE/AJX,Tehran,,1/13/2013,1/13/2013,1/14/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech11,400000,182084.56,118418.812,473675.648
1795,1,Normal Warranty,LED46,IP2JR2/&A7/KL,Tehran,,1/13/2013,1/13/2013,1/14/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech15,420000,0,84000,336000
1796,1,Normal Warranty,LED46,IP2JR2/&EKLIP,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,VERTICAL LINE PRINTED,ELECTRICAL PARTS REPLACEMENT,Major,Tech08,420000,25084688.82,5102838.784,20411758.14
1797,1,Normal Warranty,LED46,IP2JRA/&KLKLQE,Tehran,,1/13/2013,1/14/2013,1/15/2013,1,2,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech15,420000,0,84000,336000
1798,0,Extended Warranty,DVD PLAYER/ RECORD,R&2&KLGDBB/IP7&7,Tehran,40554,1/13/2013,1/14/2013,1/14/2013,1,1,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Minimum,Tech07,70000,430587.8,100117.58,400470.32
1799,1,Normal Warranty,LED55,IP2JRC/&QEIP/,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,PIXEL MISSING,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech08,0,0,0,0
1800,1,Normal Warranty,LED46,IP2JR2/4QE77,Tehran,,1/13/2013,1/27/2013,1/28/2013,14,15,1,WORN-OUT,VERTICAL LINE PRINTED,ELECTRICAL PARTS REPLACEMENT,Major,Tech08,420000,32834087.64,6650817.528,26603270.11
1801,1,Normal Warranty,LED46,IP2JQA/47A42,Tehran,,1/13/2013,1/13/2013,1/14/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Medium,Tech08,300000,0,60000,240000
1802,0,Out of Warranty,PRINTER - MONO LAS,Z2W7BAASCEIP47V,Tehran,38825,1/13/2013,1/14/2013,1/14/2013,1,1,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech16,350000,0,70000,280000
1803,0,Out of Warranty,LCD-40,IP2JRA/4&772,YAZD,,1/13/2013,1/13/2013,1/13/2013,0,0,1,WORN-OUT,NO PICTURE/NO RASTER,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,0,84000,336000
1804,1,Normal Warranty,LED40,IP2JR7/4QE2&,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,VERTICAL LINE PRINTED,ELECTRICAL PARTS REPLACEMENT,Major,Tech08,420000,24686317.44,5021263.488,20085053.85
1805,1,Normal Warranty,LED40,IP2JR2/4&/&/,Tehran,,1/13/2013,1/13/2013,1/15/2013,0,2,1,WORN-OUT,No Power,ELECTRICAL PARTS REPLACEMENT,Major,Tech08,420000,15401145.24,3164228.048,12656816.18
1806,0,Out of Warranty,AUDIO - HOME THEAT,2D4/AHEQKL/ZAAT,Tehran,38453,1/13/2013,1/14/2013,1/14/2013,1,1,1,WORN-OUT,READ ERROR,MECHANICAL PARTS REPLACEMENT,Minimum,Tech18,70000,538814.6,121862.82,487851.68
1807,0,Out of Warranty,AUDIO - MP3 Player,AU/ZA427A/B,Tehran,40178,1/13/2013,1/14/2013,1/14/2013,1,1,1,WORN-OUT,NO POWER,REPAIR REFUSAL,Free Of Charge,Tech07,0,0,0,0
1808,0,Out of Warranty,MONITOR - TFT LCD ,H2MPA/2KL74/,Tehran,38083,1/13/2013,1/14/2013,1/23/2013,1,10,0,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech16,0,0,0,0
1809,0,Out of Warranty,AUDIO - MP3 Player,AU/ZZ7QEIPX,Tehran,40178,1/13/2013,1/14/2013,1/14/2013,1,1,1,WORN-OUT,NO POWER,SOFTWARE UPGRADE,Minor,Tech07,70000,0,14000,56000
1810,0,Out of Warranty,PRINTER - MONO LAS,H2MOA/AKLQE2,Tehran,,1/13/2013,1/14/2013,1/14/2013,1,1,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Maximum,Tech16,350000,15646.8,73128.36,282517.44
1811,0,Normal Warranty,LED46,IP2JRA/&QE2&,Tehran,,1/13/2013,1/13/2013,1/22/2013,0,8,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
1812,0,Normal Warranty,LED40,IP2JRIP/2/AKL&,Tehran,,1/13/2013,1/13/2013,1/22/2013,0,8,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
1813,0,Normal Warranty,LCD-40,IP2JRA/KL2KLKL2,Tehran,,1/13/2013,1/13/2013,1/20/2013,0,7,1,WORN-OUT,VERTICAL LINE PRINTED,SET EXCHANGE,Free Of Charge,Tech13,0,0,0,0
1814,0,Out of Warranty,DVD PLAYER,,Tehran,,1/14/2013,1/14/2013,1/26/2013,0,12,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Minor,Tech14,120000,868118.56,187823.812,781285.648
1815,0,Out of Warranty,DIGITAL CAMERA,AAFGCN/CAE/&BZ,Tehran,40808,1/14/2013,1/14/2013,1/19/2013,0,5,1,DEFORMED,OUTCASE CRACK,SCRAP,Free Of Charge,Tech11,0,0,0,0
1816,0,Normal Warranty,DIGITAL CAMERA,AAKLPCN/CIPE/2BP,Tehran,,1/14/2013,1/14/2013,1/14/2013,0,0,1,DEFORMED,OTHER PROBLEMS,MECHANICAL PARTS REPLACEMENT,Major,Tech11,250000,1354050,320810,1283240
1817,0,Normal Warranty,DIGITAL CAMERA,&727CIP/B2AIP2EB,Tehran,,1/14/2013,1/14/2013,1/24/2013,0,10,1,DEFORMED,OTHER PROBLEMS,MECHANICAL PARTS REPLACEMENT,Maximum,Tech11,400000,612752.76,202550.552,810202.208
1818,0,Out of Warranty,DIGITAL CAMERA,AAZACN/CAE/2/B,Tehran,40808,1/14/2013,1/14/2013,1/24/2013,0,10,1,DEFORMED,OUTCASE CRACK,ELECTRICAL PARTS REPLACEMENT,Major,Tech11,250000,157430.88,81486.176,325844.704
1819,0,Normal Warranty,DVD PLAYER,ZT2PARDBB/&KL&7R,Tehran,,1/14/2013,1/14/2013,1/19/2013,0,5,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech14,170000,510828.2,136185.64,544742.56
1820,0,Normal Warranty,PLASMA-51,IP2JR2/KL/&/2,Tehran,,1/14/2013,1/14/2013,1/14/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,14262288.82,2836458.784,11745838.14
1821,0,Out of Warranty,DIGITAL CAMERA,7&&&C2/B4EKL&KLN,Tehran,40547,1/14/2013,1/14/2013,1/14/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Medium,Tech11,200000,0,40000,160000
1822,0,Out of Warranty,AUDIO - HOME THEAT,2AZAUDP4E2KL2M,Tehran,38086,1/14/2013,1/14/2013,1/19/2013,0,5,1,WORN-OUT,READ ERROR,SOLDERING,Maximum,Tech14,240000,0,48000,182000
1823,0,Out of Warranty,CAMCORDER,Z&A/KLVKL7E/2&A,BIJAR,38724,1/14/2013,1/14/2013,1/19/2013,0,5,1,DEFORMED,NO PICTURE/NO RASTER,ELECTRICAL PARTS REPLACEMENT,Major,Tech08,250000,150570.36,80114.072,320456.288
1824,0,Out of Warranty,AUDIO - MP3 Player,AU/ZZ&/A&A,SHIRAZ,40178,1/14/2013,1/19/2013,1/19/2013,5,5,1,WORN-OUT,NO POWER,REPAIR REFUSAL,Free Of Charge,Tech07,0,0,0,0
1825,0,Out of Warranty,DIGITAL CAMERA,AAFKC2/BCE2&KL,Tehran,40555,1/14/2013,1/14/2013,1/14/2013,0,0,1,DEFORMED,OUTCASE CRACK,ELECTRICAL PARTS REPLACEMENT,Major,Tech11,250000,524288.16,154857.632,618430.528
1826,0,Extended Warranty,HARD DISK DRIVE,S24KLJDWZA/2&/2,Tehran,40178,1/14/2013,1/14/2013,1/14/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Minimum,Tech07,50000,2112017.1,432403.42,1728613.68
1827,0,Out of Warranty,AUDIO - HOME THEAT,2BAPAHFQ4/AAZE,Tehran,38451,1/14/2013,1/14/2013,1/15/2013,0,1,1,WORN-OUT,READ ERROR,MECHANICAL PARTS REPLACEMENT,Minor,Tech18,120000,538814.6,131862.82,527851.68
1828,0,Normal Warranty,DVD PLAYER,ZV7IPARPCKLE&&4K,Tehran,,1/14/2013,1/14/2013,1/14/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,FIRMWARE UPGRADE,Maximum,Tech14,0,0,0,0
1829,0,Normal Warranty,DVD PLAYER,ZT2QARPB7/IP4ZR,Tehran,,1/14/2013,1/14/2013,1/15/2013,0,1,1,WORN-OUT,READ ERROR,MECHANICAL PARTS REPLACEMENT,Major,Tech18,170000,510828.2,136185.64,544742.56
1830,0,Normal Warranty,AUDIO - MP3 Player,AU/BKL&27KLIPR,Tehran,,1/14/2013,1/15/2013,1/23/2013,1,8,1,WORN-OUT,OTHER PROBLEMS,SOFTWARE UPGRADE,Maximum,Tech07,180000,0,36000,144000
1831,0,Normal Warranty,LED46,IP2JR2/&IP72KL,YAZD,,1/14/2013,1/15/2013,1/20/2013,1,6,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,27468161,5577832.2,22311328.8
1832,0,Normal Warranty,LED46,IP2JQB/&2/72,GHARCHAK,,1/14/2013,1/15/2013,1/20/2013,1,6,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,26178744.32,5318848.864,21278785.46
1833,0,Out of Warranty,DIGITAL CAMERA,274Z&7&2,Tehran,,1/14/2013,1/14/2013,1/19/2013,0,5,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech11,250000,345182.48,118038.486,476153.884
1834,0,Normal Warranty,LED46,IP2JR2/&2&2IP,GHARCHAK,,1/14/2013,1/14/2013,1/20/2013,0,6,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,25084688.82,5102838.784,20411758.14
1835,0,Extended Warranty,HARD DISK DRIVE,S2&GJ2EBAEA7KL,Tehran,40553,1/14/2013,1/14/2013,1/14/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Minimum,Tech07,50000,2112017.1,432403.42,1728613.68
1836,0,Extended Warranty,HARD DISK DRIVE,S2&GJ2/BA/A&Z,Tehran,40553,1/14/2013,1/15/2013,1/15/2013,1,1,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Minimum,Tech07,50000,0,10000,40000
1837,0,Out of Warranty,AUDIO - HOME THEAT,2BAPATEHP2/2KL4/,Tehran,,1/14/2013,1/14/2013,1/20/2013,0,6,1,WORN-OUT,READ ERROR,MECHANICAL PARTS REPLACEMENT,Medium,Tech12,150000,40822.4,38184.48,152737.82
1838,0,Out of Warranty,CAMCORDER,AKLKRKLVKL&E/QEJ,Tehran,38722,1/14/2013,1/14/2013,1/15/2013,0,1,1,WORN-OUT,NO POWER,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech08,0,0,0,0
1839,0,Normal Warranty,LED46,IP2JR&/47IPA&,ZANJAN,,1/14/2013,1/14/2013,1/20/2013,0,6,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,25084688.82,5102838.784,20411758.14
1840,0,Out of Warranty,AUDIO - HOME THEAT,2ZPAUDLCE&KL2T,Tehran,38728,1/14/2013,1/14/2013,1/19/2013,0,5,1,WORN-OUT,OTHER PROBLEMS,MECHANICAL PARTS REPLACEMENT,Minor,Tech18,120000,538814.6,131862.82,527851.68
1841,0,Out of Warranty,AUDIO - HOME THEAT,2CALAHGQCEA&2K,Tehran,38458,1/14/2013,1/14/2013,1/19/2013,0,5,1,WORN-OUT,NO POWER,MECHANICAL PARTS REPLACEMENT,Minor,Tech18,120000,576283.68,138256.736,557026.844
1842,0,Out of Warranty,CAMCORDER,KL7BXA/2A&KLP,BIJAR,37887,1/14/2013,1/14/2013,1/19/2013,0,5,1,DEFORMED,SNOWY PICTURE,HEAD CLEANING,Medium,Tech08,200000,0,40000,160000
1843,0,Out of Warranty,DIGITAL CAMERA,ZHSC2/SA/2IP2&T,Tehran,38823,1/14/2013,1/14/2013,1/19/2013,0,5,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech11,250000,0,50000,200000
1844,0,Out of Warranty,DIGITAL CAMERA,AIPQEC2/ZAE&4KLA,Tehran,40178,1/14/2013,1/14/2013,1/24/2013,0,10,1,WORN-OUT,NO POWER,SCRAP,Free Of Charge,Tech11,0,0,0,0
1845,0,Normal Warranty,DIGITAL CAMERA,AAKLJCN/CAE/2JT,Tehran,,1/14/2013,1/14/2013,1/14/2013,0,0,1,DEFORMED,OTHER PROBLEMS,MECHANICAL PARTS REPLACEMENT,Major,Tech11,250000,1354050,320810,1283240
1846,0,Out of Warranty,DVD PLAYER/ RECORD,D72/KLCGS2/42/7F,Tehran,38821,1/14/2013,1/14/2013,1/19/2013,0,5,1,WORN-OUT,NO POWER,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech18,0,0,0,0
1847,0,Out of Warranty,DIGITAL CAMERA,ZHSC2/S2/IP2/2H,Tehran,38822,1/14/2013,1/14/2013,1/14/2013,0,0,1,DEFORMED,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Minor,Tech11,150000,533786.6,136758.32,547037.28
1848,0,Out of Warranty,DVD PLAYER,ZT2QARPB&/A7/4H,Tehran,40548,1/14/2013,1/14/2013,1/19/2013,0,5,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech14,0,0,0,0
1849,0,Normal Warranty,PRINTER - MONO LAS,ZKLPBB2KC&F/ZTD,TABRIZ,,1/14/2013,1/14/2013,1/15/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Maximum,Tech16,350000,0,70000,280000
1850,0,Out of Warranty,REFRIGERATOR-SBS,2P7IPBAJZ&E2KLAX,Tehran,40183,1/14/2013,1/14/2013,1/14/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Major,Tech16,420000,0,84000,336000
1851,0,Extended Warranty,HARD DISK DRIVE,SAVSJ2FZ7/27QE,Tehran,40185,1/14/2013,1/14/2013,1/14/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Minimum,Tech07,50000,2112017.1,432403.42,1728613.68
1852,0,Out of Warranty,PRINTER - COLOR LA,Z2W/BFBSBE/KL4B,BABOL,38824,1/14/2013,1/14/2013,1/15/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Maximum,Tech16,360000,0,72000,288000
1853,0,Out of Warranty,AUDIO - MP3 Player,2/AIP/AA4U2,Tehran,,1/14/2013,1/15/2013,1/19/2013,1,5,1,WORN-OUT,OTHER PROBLEMS,SOFTWARE UPGRADE,Minor,Tech07,70000,0,14000,56000
1854,0,Out of Warranty,AUDIO - MP3 Player,2/AIP/AA4U2A,Tehran,,1/14/2013,1/15/2013,1/15/2013,1,1,1,WORN-OUT,OTHER PROBLEMS,SOFTWARE UPGRADE,Minor,Tech07,70000,0,14000,56000
1855,0,Out of Warranty,PRINTER - COLOR LA,Z2VMBFBZ&E/QEX,Tehran,40183,1/14/2013,1/14/2013,1/19/2013,0,5,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Maximum,Tech16,360000,2726515.08,617303.016,2468212.064
1856,0,Extended Warranty,HARD DISK DRIVE,S2DFJ2FZ7/A/4/,Tehran,40185,1/14/2013,1/14/2013,1/14/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Minimum,Tech07,50000,0,10000,40000
1857,0,Out of Warranty,AUDIO - HOME THEAT,2AUIPAUAP2EIP&IPK,Tehran,38084,1/14/2013,1/14/2013,1/20/2013,0,6,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech14,170000,576283.68,148256.736,587026.844
1858,0,Out of Warranty,AUDIO - HOME THEAT,2FPXAHAZKLEAKL2V,Tehran,40184,1/14/2013,1/15/2013,1/19/2013,1,5,1,WORN-OUT,READ ERROR,SOLDERING,Minor,Tech18,120000,0,24000,86000
1859,0,Extended Warranty,DVD PLAYER/ RECORD,R&2&KLGCB2/&/2A,Tehran,40552,1/14/2013,1/14/2013,1/14/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Minimum,Tech07,70000,430587.8,100117.58,400470.32
1860,0,Out of Warranty,AUDIO - HOME THEAT,2BAXAUAP2/A4/&F,Tehran,38081,1/14/2013,1/15/2013,1/19/2013,1,5,1,WORN-OUT,OTHER PROBLEMS,MECHANICAL PARTS REPLACEMENT,Minor,Tech18,120000,538814.6,131862.82,527851.68
1861,0,Out of Warranty,REFRIGERATOR-SBS,A/KL74ABL4/A4IPKLL,Tehran,,1/14/2013,1/14/2013,1/31/2013,0,17,1,SHORT,OTHER PROBLEMS,OTHER REPAIR,Free Of Charge,Tech01,0,2146881.68,428386.336,1717585.344
1862,0,Out of Warranty,AUDIO - MP3 Player,AUCQ2E/&7M,Tehran,38448,1/14/2013,1/19/2013,1/23/2013,5,8,1,DEFORMED,SHORT BATTERY LIFE,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech08,170000,278114.84,88822.868,358281.872
1863,0,Out of Warranty,PRINTER - COLOR LA,A42GBAGS2E/QED,VARAMIN,38821,1/14/2013,1/14/2013,1/15/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Maximum,Tech16,350000,1103460.48,280682.086,1162768.384
1864,0,Normal Warranty,PLASMA-43,IP2JR7/&KL2/4,SARI,,1/14/2013,1/15/2013,1/20/2013,1,6,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech13,540000,10818317.88,2271663.576,8086654.304
1865,1,Normal Warranty,REFRIGERATOR-SBS,B/AA4IPCBAEIPKLAF,Tehran,,1/14/2013,1/14/2013,1/15/2013,0,1,1,Software Bug,UNIT AUTO-OFF,ELECTRICAL PARTS REPLACEMENT,Minor,Tech01,215000,1167732.72,276546.544,1106186.176
1866,0,Out of Warranty,MONITOR - TFT LCD ,H2MMA/2EKL/,Tehran,38082,1/14/2013,1/14/2013,1/14/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Maximum,Tech16,300000,8027,61805.4,247221.6
1867,0,Normal Warranty,HARD DISK DRIVE,SAKLKJR/SKLEZ&,Tehran,,1/14/2013,1/14/2013,1/14/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,SOFTWARE UPGRADE,Maximum,Tech07,180000,0,36000,144000
1868,0,Out of Warranty,HARD DISK DRIVE,SAVZJ2/ZQE24QE,Tehran,40180,1/14/2013,1/15/2013,1/15/2013,1,1,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Free Of Charge,Tech07,0,0,0,0
1869,0,Out of Warranty,PLASMA-42,IP2JQ2/&IPIP/2,MASHHAD,,1/14/2013,1/14/2013,1/19/2013,0,5,1,WORN-OUT,OTHER PROBLEMS,ADJUSTMENT,Free Of Charge,Tech22,0,0,0,0
1870,0,Out of Warranty,WASHING MACHINE,X72/&ADQIPE2KL2Z,Tehran,,1/14/2013,1/14/2013,1/19/2013,0,5,1,SHORT,OTHER PROBLEMS,OTHER REPAIR,Minimum,Tech01,120000,1688864.64,363882.828,1455871.712
1871,0,Out of Warranty,DVD PLAYER,2FC/AHCSA/A&27B,Tehran,38823,1/14/2013,1/15/2013,1/19/2013,1,5,1,WORN-OUT,READ ERROR,OTHER MECHANICAL ADJUSTMENT,Maximum,Tech14,145000,0,28000,116000
1872,0,Extended Warranty,HARD DISK DRIVE,S2/BJ2/SC2/2A7,Tehran,38825,1/14/2013,1/14/2013,1/14/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Minimum,Tech07,50000,0,10000,40000
1873,0,Normal Warranty,LED40,IP2JRB/&IP772,ROBAT KARIM,,1/14/2013,1/15/2013,1/20/2013,1,6,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,16425528.2,3368105.84,13476423.36
1874,1,Out of Warranty,REFRIGERATOR-SBS,&2&74AAW7/AZIPV,Tehran,,1/14/2013,1/14/2013,1/15/2013,0,1,1,SHORT,OTHER PROBLEMS,OTHER REPAIR,Free Of Charge,Tech01,0,0,0,0
1875,1,Normal Warranty,LED46,IP2JR&/427&KL,Tehran,,1/14/2013,1/14/2013,1/19/2013,0,5,1,WORN-OUT,VERTICAL LINE PRINTED,ELECTRICAL PARTS REPLACEMENT,Major,Tech08,420000,31385073.6,6361014.72,25444058.88
1876,1,Normal Warranty,LCD- 46,IP2JQ7/42/42,Tehran,,1/14/2013,1/17/2013,1/20/2013,3,6,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech15,0,0,0,0
1877,1,Normal Warranty,LED40,IP2JRA/&QE7A,Tehran,,1/14/2013,1/14/2013,1/19/2013,0,5,1,WORN-OUT,OTHER FAULTY INDICATION,ELECTRICAL PARTS REPLACEMENT,Major,Tech15,420000,16425528.2,3368105.84,13476423.36
1878,0,Out of Warranty,REFRIGERATOR-SBS,DIP/242BS2/A/IP/R,Tehran,,1/14/2013,1/14/2013,1/20/2013,0,6,1,SHORT,OTHER PROBLEMS,OTHER REPAIR,Free Of Charge,Tech01,0,0,0,0
1879,1,Normal Warranty,LCD-40,IP2JR2/24&/7,Tehran,,1/14/2013,1/14/2013,1/19/2013,0,5,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech15,420000,14681512.8,3020302.56,12081210.24
