No,Service_type,Cost_Type,Product_Group,Serial_No,City,Product_Date,Receipt_Date,Appoint_Date,Complete_Date,TAT01,TAT02,Job_Satus,Defect_Des,Symptom_Desc,Repair_Action_Desc,Labor_Charge_Desc,Engineer,Labor_Charge_Amount,Parts_Amount,Discount_Amount,Total_Invoice_Amount
561,0,Normal Warranty,DIGITAL CAMERA,AIP2PCN/C&E/ALR,Tehran,,12/31/2012,1/1/2013,1/2/2013,1,2,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech11,250000,503706.6,150741.32,602865.28
562,1,Normal Warranty,LED46,IP2JRKL/47&QE,Tehran,,12/31/2012,1/1/2013,1/5/2013,1,5,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Maximum,Tech10,540000,0,108000,432000
563,1,Normal Warranty,LED46,IP2JR2/&7/KL7,Tehran,,12/31/2012,12/31/2012,1/5/2013,0,5,1,WORN-OUT,Test OK,No Action,Free Of Charge,Tech08,0,0,0,0
564,0,Out of Warranty,AUDIO - HOME THEAT,2D4RAHEQAEKL/&A,Tehran,38457,12/31/2012,12/31/2012,1/7/2013,0,7,0,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech14,170000,0,34000,136000
565,1,Normal Warranty,LED46,IP2JRKL/&2A/A,Tehran,,12/31/2012,12/31/2012,1/5/2013,0,5,1,WORN-OUT,Test OK,No Action,Free Of Charge,Tech08,0,0,0,0
566,1,Normal Warranty,LED46,IP2JR2/&2KL7IP,Tehran,,12/31/2012,12/31/2012,1/5/2013,0,5,1,WORN-OUT,VERTICAL LINE PRINTED,ELECTRICAL PARTS REPLACEMENT,Major,Tech08,420000,26565738.84,5387147.768,21588581.07
567,1,Normal Warranty,LED40,IP2JR/4AIPQE,Tehran,,12/31/2012,12/31/2012,1/8/2013,0,8,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech15,420000,0,84000,336000
568,0,Out of Warranty,DVD PLAYER,2F/KAHAZAE/KL7M,Tehran,40178,12/31/2012,12/31/2012,1/5/2013,0,5,1,WORN-OUT,Test OK,No Action,Free Of Charge,Tech14,0,0,0,0
569,0,Out of Warranty,VACUUM CLEANER,V/A&2AGSA/Z&2R,Tehran,38814,12/31/2012,1/2/2013,1/2/2013,2,2,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech17,0,0,0,0
570,0,Normal Warranty,PRINTER - MONO LAS,ZKLPFBFEBBEAA7W,Tehran,,12/31/2012,12/31/2012,1/1/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Medium,Tech20,240000,0,48000,182000
571,0,Normal Warranty,LCD-40,IP2JQ2/44&KL4,GORGAN,,12/31/2012,1/1/2013,1/1/2013,1,1,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech15,420000,11432514.86,2370502.882,8482011.868
